PartNumber	PartName	Nominal_size(ref)	Nominal_size(in)	t.p.i.	Pitch(in)	Threading(in)	Length(ref)	s-n-l	L_length(in)	Lg_grip_length	Lt_min thread_ref	D_body_dia(in)	A_head_dia(in)	H_head_height(in)	J_hex_scocket_size(in)	T_key_engagement(in)	F_fillet_transition_dia(in)	Material	Reference	Edition
ASME B18.3 SCREW 1/2 x 0.875 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_0.875_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	0.47	  7/8 	s	0.88	0.154	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 1 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	0.595	1      	s	1.00	0.154	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 1.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_1.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	0.845	1  1/4 	s	1.25	0.154	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.095	1  1/2 	s	1.50	0.154	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 1.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_1.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.345	1  3/4 	s	1.75	0.154	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 2 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.5	2      	s	2.00	0.154	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 2.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_2.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.5	2  1/4 	s	2.25	0.154	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.5	2  1/2 	n	2.50	1.0	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 2.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_2.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.75	2  3/4 	n	2.75	1.0	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 3 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	2.0	3      	n	3.00	1.0	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 3.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_3.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.5	3  1/4 	n	3.25	1.75	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.75	3  1/2 	n	3.50	1.75	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 4 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.5	4      	n	4.00	2.5	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	2.0	4  1/2 	n	4.50	2.5	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.75	5      	n	5.00	3.25	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.5	5  1/2 	n	5.50	4.0	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 6 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	2.0	6      	n	6.00	4.0	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.75	6  1/2 	n	6.50	4.75	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 7 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.5	7      	n	7.00	5.5	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 8 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	1.75	8      	n	8.00	6.25	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 9 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	2.0	9      	n	9.00	7.0	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 1/2 x 10 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_1/2_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	1/2	0.5	13	0.0769	2.0	10      	n	10.00	8.0	1.5	0.5	0.938	0.251	0.312	0.172	0.53	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 0.625 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_0.625_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	0.119	  5/8 	s	0.63	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 0.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_0.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	0.244	  3/4 	s	0.75	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 0.875 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_0.875_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	0.369	  7/8 	s	0.88	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 1 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	0.494	1      	s	1.00	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 1.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_1.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	0.744	1  1/4 	s	1.25	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	0.994	1  1/2 	s	1.50	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 1.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_1.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	1.244	1  3/4 	s	1.75	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 2 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	1.494	2      	s	2.00	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 2.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_2.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	1.744	2  1/4 	s	2.25	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	1.75	2  1/2 	s	2.50	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 2.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_2.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	1.75	2  3/4 	s	2.75	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 3 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	1.75	3      	s	3.00	0.182	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 3.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_3.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	1.75	3  1/4 	n	3.25	1.5	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	2.0	3  1/2 	n	3.50	1.5	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 4 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	1.75	4      	n	4.00	2.25	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	2.25	4  1/2 	n	4.50	2.25	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	2.0	5      	n	5.00	3.0	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	1.75	5  1/2 	n	5.50	3.75	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 6 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	2.25	6      	n	6.00	3.75	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	2.0	6  1/2 	n	6.50	4.5	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 7 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	1.75	7      	n	7.00	5.25	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 8 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	2.0	8      	n	8.00	6.0	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 9 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	2.25	9      	n	9.00	6.75	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 10 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	2.25	10      	n	10.00	7.75	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 5/8 x 12 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_5/8_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	5/8	0.625	11	0.0909	1.75	12      	n	12.00	10.25	1.75	0.625	1.188	0.324	0.375	0.22	0.655	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 0.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_0.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	0.181	  3/4 	s	0.75	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 0.875 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_0.875_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	0.306	  7/8 	s	0.88	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 1 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	0.431	1      	s	1.00	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 1.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_1.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	0.681	1  1/4 	s	1.25	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 1.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_1.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	0.931	1  1/2 	s	1.50	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 1.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_1.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	1.181	1  3/4 	s	1.75	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 2 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_2_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	1.431	2      	s	2.00	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 2.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_2.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	1.681	2  1/4 	s	2.25	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 2.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_2.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	1.931	2  1/2 	s	2.50	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 2.75 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_2.75_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.0	2  3/4 	s	2.75	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 3 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_3_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.0	3      	s	3.00	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 3.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_3.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.0	3  1/4 	s	3.25	0.2	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 3.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_3.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.0	3  1/2 	n	3.50	1.5	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 4 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_4_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.5	4      	n	4.00	1.5	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 4.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_4.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.0	4  1/2 	n	4.50	2.5	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.5	5      	n	5.00	2.5	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 5.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_5.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.0	5  1/2 	n	5.50	3.5	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 6 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_6_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.5	6      	n	6.00	3.5	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 6.5 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_6.5_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.0	6  1/2 	n	6.50	4.5	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 7 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_7_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.5	7      	n	7.00	4.5	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 8 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_8_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.5	8      	n	8.00	5.5	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 9 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_9_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.5	9      	n	9.00	6.5	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 10 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_10_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.5	10      	n	10.00	7.5	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 12 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_12_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.0	12      	n	12.00	10.0	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 3/4 x 14 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_3/4_x_14_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	3/4	0.75	10	0.1000	2.0	14      	n	14.00	12.0	2.0	0.75	1.438	0.369	0.5	0.22	0.78	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 0.875 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_0.875_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	0.185	  7/8 	s	0.88	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 1 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_1_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	0.31	1      	s	1.00	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
ASME B18.3 SCREW 7/8 x 1.25 UNC STEEL HEXAGON SOCKET HEAD CSK CAP	ASME_B18_3_7/8_x_1.25_UNC_STEEL_HEXAGON_SOCKET_HEAD_CSK_CAP_SCREW	7/8	0.875	9	0.1111	0.56	1  1/4 	s	1.25	0.222	2.25	0.875	1.688	0.468	0.562	0.248	0.905	St	ASME B18.3	1998
