PartNumber	PartName	d1_pin_nom_dia(mm)	l_pin_length_nom(mm)	l_pin_length_min(mm)	l_pin_length_max(mm)	d1_pin_max(mm)	d1_pin_min(mm)	d2_pin_id(mm)	a_cham_max(mm)	a_cham_min(mm)	s_wall_th(mm)	Material	Reference	Edition
ISO 8752 SPRING PIN 20x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	85.0	84.25	85.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	90.0	89.25	90.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	95.0	94.25	95.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	100.0	99.25	100.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	120.0	119.25	120.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	140.0	139.25	140.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	160.0	159.25	160.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	180.0	179.25	180.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 20x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_20x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	20.0	200.0	199.25	200.75	20.9	20.5	12.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x14 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x14_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	14.0	13.5	14.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x16 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x16_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	16.0	15.5	16.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x18 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x18_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	18.0	17.5	18.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	20.0	19.5	20.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	22.0	21.5	22.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	24.0	23.5	24.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	26.0	25.5	26.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	28.0	27.5	28.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	30.0	29.5	30.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	32.0	31.5	32.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	35.0	34.5	35.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	40.0	39.5	40.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	45.0	44.5	45.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	50.0	49.5	50.5	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	55.0	54.25	55.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	60.0	59.25	60.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	65.0	64.25	65.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	70.0	69.25	70.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	75.0	74.25	75.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	80.0	79.25	80.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	85.0	84.25	85.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	90.0	89.25	90.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	95.0	94.25	95.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	100.0	99.25	100.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	120.0	119.25	120.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	140.0	139.25	140.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	160.0	159.25	160.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	180.0	179.25	180.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 21x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_21x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	21.0	200.0	199.25	200.75	21.9	21.5	13.5	3.4	3.0	4.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x14 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x14_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	14.0	13.5	14.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x16 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x16_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	16.0	15.5	16.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x18 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x18_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	18.0	17.5	18.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	20.0	19.5	20.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	22.0	21.5	22.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	24.0	23.5	24.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	26.0	25.5	26.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	28.0	27.5	28.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	30.0	29.5	30.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	32.0	31.5	32.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	35.0	34.5	35.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	40.0	39.5	40.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	45.0	44.5	45.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	50.0	49.5	50.5	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	55.0	54.25	55.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	60.0	59.25	60.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	65.0	64.25	65.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	70.0	69.25	70.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	75.0	74.25	75.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	80.0	79.25	80.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	85.0	84.25	85.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	90.0	89.25	90.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	95.0	94.25	95.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	100.0	99.25	100.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	120.0	119.25	120.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	140.0	139.25	140.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	160.0	159.25	160.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	180.0	179.25	180.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 25x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_25x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	25.0	200.0	199.25	200.75	25.9	25.5	15.5	3.4	3.0	5.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x14 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x14_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	14.0	13.5	14.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x16 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x16_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	16.0	15.5	16.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x18 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x18_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	18.0	17.5	18.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	20.0	19.5	20.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	22.0	21.5	22.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	24.0	23.5	24.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	26.0	25.5	26.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x28 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x28_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	28.0	27.5	28.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x30 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x30_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	30.0	29.5	30.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x32 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x32_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	32.0	31.5	32.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x35 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x35_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	35.0	34.5	35.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x40 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x40_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	40.0	39.5	40.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x45 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x45_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	45.0	44.5	45.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x50 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x50_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	50.0	49.5	50.5	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x55 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x55_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	55.0	54.25	55.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x60 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x60_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	60.0	59.25	60.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x65 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x65_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	65.0	64.25	65.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x70 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x70_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	70.0	69.25	70.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x75 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x75_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	75.0	74.25	75.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x80 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x80_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	80.0	79.25	80.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x85 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x85_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	85.0	84.25	85.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x90 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x90_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	90.0	89.25	90.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x95 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x95_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	95.0	94.25	95.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x100 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x100_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	100.0	99.25	100.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x120 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x120_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	120.0	119.25	120.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x140 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x140_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	140.0	139.25	140.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x160 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x160_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	160.0	159.25	160.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x180 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x180_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	180.0	179.25	180.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 28x200 STEEL SLOTTED HEAVY DUTY	ISO_8752_28x200_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	28.0	200.0	199.25	200.75	28.9	28.5	17.5	3.4	3.0	5.5	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x14 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x14_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	14.0	13.5	14.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x16 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x16_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	16.0	15.5	16.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x18 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x18_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	18.0	17.5	18.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x20 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x20_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	20.0	19.5	20.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x22 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x22_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	22.0	21.5	22.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x24 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x24_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	24.0	23.5	24.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
ISO 8752 SPRING PIN 30x26 STEEL SLOTTED HEAVY DUTY	ISO_8752_30x26_STEEL_SLOTTED_HEAVY_DUTY_SPRING_PIN	30.0	26.0	25.5	26.5	30.9	30.5	18.5	3.4	3.0	6.0	St	ISO 8752	1997
